CSDUID,CSD,Period,IndicatorSummaryDescription,Emission Type,UnitOfMeasure,OriginalValue
4818015,Greenview No. 16,2004,CO2 Eq. Emissions,CO2 Equivalent,t,1775198.347
4818015,Greenview No. 16,2005,CO2 Eq. Emissions,CO2 Equivalent,t,1679163.719
4818015,Greenview No. 16,2006,CO2 Eq. Emissions,CO2 Equivalent,t,1712308.778
4818015,Greenview No. 16,2007,CO2 Eq. Emissions,CO2 Equivalent,t,1738501.465
4818015,Greenview No. 16,2008,CO2 Eq. Emissions,CO2 Equivalent,t,1557152.386
4818015,Greenview No. 16,2009,CO2 Eq. Emissions,CO2 Equivalent,t,2187602.055
4818015,Greenview No. 16,2010,CO2 Eq. Emissions,CO2 Equivalent,t,2284695.232
4818015,Greenview No. 16,2011,CO2 Eq. Emissions,CO2 Equivalent,t,2274561.755
4818015,Greenview No. 16,2012,CO2 Eq. Emissions,CO2 Equivalent,t,2061178.012
4818015,Greenview No. 16,2013,CO2 Eq. Emissions,CO2 Equivalent,t,2017517.032
4818015,Greenview No. 16,2014,CO2 Eq. Emissions,CO2 Equivalent,t,2234627.128
4818015,Greenview No. 16,2015,CO2 Eq. Emissions,CO2 Equivalent,t,1889790.298
4818015,Greenview No. 16,2016,CO2 Eq. Emissions,CO2 Equivalent,t,2000729.992
4818015,Greenview No. 16,2017,CO2 Eq. Emissions,CO2 Equivalent,t,3362272.666
4818015,Greenview No. 16,2018,CO2 Eq. Emissions,CO2 Equivalent,t,4267782.646
4818015,Greenview No. 16,2019,CO2 Eq. Emissions,CO2 Equivalent,t,4847411.649
4818015,Greenview No. 16,2020,CO2 Eq. Emissions,CO2 Equivalent,t,4889530.332
4818015,Greenview No. 16,2021,CO2 Eq. Emissions,CO2 Equivalent,t,5239806.725
4818018,Valleyview,2005,CO2 Eq. Emissions,CO2 Equivalent,t,1222.0
4818018,Valleyview,2006,CO2 Eq. Emissions,CO2 Equivalent,t,1424.84534
4818018,Valleyview,2007,CO2 Eq. Emissions,CO2 Equivalent,t,1144.56274
4819006,Grande Prairie County No. 1,2004,CO2 Eq. Emissions,CO2 Equivalent,t,231980.6506
4819006,Grande Prairie County No. 1,2005,CO2 Eq. Emissions,CO2 Equivalent,t,272482.5442
4819006,Grande Prairie County No. 1,2006,CO2 Eq. Emissions,CO2 Equivalent,t,254215.7053
4819006,Grande Prairie County No. 1,2007,CO2 Eq. Emissions,CO2 Equivalent,t,273355.0121
4819006,Grande Prairie County No. 1,2008,CO2 Eq. Emissions,CO2 Equivalent,t,307833.2919
4819006,Grande Prairie County No. 1,2009,CO2 Eq. Emissions,CO2 Equivalent,t,368044.4906
4819006,Grande Prairie County No. 1,2010,CO2 Eq. Emissions,CO2 Equivalent,t,342266.9006
4819006,Grande Prairie County No. 1,2011,CO2 Eq. Emissions,CO2 Equivalent,t,474693.8895
4819006,Grande Prairie County No. 1,2012,CO2 Eq. Emissions,CO2 Equivalent,t,459006.874
4819006,Grande Prairie County No. 1,2013,CO2 Eq. Emissions,CO2 Equivalent,t,494754.0712
4819006,Grande Prairie County No. 1,2014,CO2 Eq. Emissions,CO2 Equivalent,t,519816.1986
4819006,Grande Prairie County No. 1,2015,CO2 Eq. Emissions,CO2 Equivalent,t,462500.9828
4819006,Grande Prairie County No. 1,2016,CO2 Eq. Emissions,CO2 Equivalent,t,440880.6759
4819006,Grande Prairie County No. 1,2017,CO2 Eq. Emissions,CO2 Equivalent,t,707997.268
4819006,Grande Prairie County No. 1,2018,CO2 Eq. Emissions,CO2 Equivalent,t,1056571.794
4819006,Grande Prairie County No. 1,2019,CO2 Eq. Emissions,CO2 Equivalent,t,1191396.348
4819006,Grande Prairie County No. 1,2020,CO2 Eq. Emissions,CO2 Equivalent,t,1244255.973
4819006,Grande Prairie County No. 1,2021,CO2 Eq. Emissions,CO2 Equivalent,t,1452972.006
4812002,Cold Lake,2017,CO2 Eq. Emissions,CO2 Equivalent,t,14679.0
4812002,Cold Lake,2018,CO2 Eq. Emissions,CO2 Equivalent,t,15859.72
4812002,Cold Lake,2019,CO2 Eq. Emissions,CO2 Equivalent,t,19175.0
4812002,Cold Lake,2020,CO2 Eq. Emissions,CO2 Equivalent,t,18146.5182
4812002,Cold Lake,2021,CO2 Eq. Emissions,CO2 Equivalent,t,18238.3041
4812004,Bonnyville No. 87,2004,CO2 Eq. Emissions,CO2 Equivalent,t,5550319.0
4812004,Bonnyville No. 87,2005,CO2 Eq. Emissions,CO2 Equivalent,t,5857867.6
4812004,Bonnyville No. 87,2006,CO2 Eq. Emissions,CO2 Equivalent,t,6951561.7
4812004,Bonnyville No. 87,2007,CO2 Eq. Emissions,CO2 Equivalent,t,6880553.4
4812004,Bonnyville No. 87,2008,CO2 Eq. Emissions,CO2 Equivalent,t,7272737.06
4812004,Bonnyville No. 87,2009,CO2 Eq. Emissions,CO2 Equivalent,t,7034581.713
4812004,Bonnyville No. 87,2010,CO2 Eq. Emissions,CO2 Equivalent,t,7441504.906
4812004,Bonnyville No. 87,2011,CO2 Eq. Emissions,CO2 Equivalent,t,7380360.153
4812004,Bonnyville No. 87,2012,CO2 Eq. Emissions,CO2 Equivalent,t,7734643.342
4812004,Bonnyville No. 87,2013,CO2 Eq. Emissions,CO2 Equivalent,t,7470450.178
4812004,Bonnyville No. 87,2014,CO2 Eq. Emissions,CO2 Equivalent,t,7061201.664
4812004,Bonnyville No. 87,2015,CO2 Eq. Emissions,CO2 Equivalent,t,8597732.89
4812004,Bonnyville No. 87,2016,CO2 Eq. Emissions,CO2 Equivalent,t,8691654.259
4812004,Bonnyville No. 87,2017,CO2 Eq. Emissions,CO2 Equivalent,t,9173316.928
4812004,Bonnyville No. 87,2018,CO2 Eq. Emissions,CO2 Equivalent,t,9134720.036
4812004,Bonnyville No. 87,2019,CO2 Eq. Emissions,CO2 Equivalent,t,9215338.711
4812004,Bonnyville No. 87,2020,CO2 Eq. Emissions,CO2 Equivalent,t,8908537.146
4812004,Bonnyville No. 87,2021,CO2 Eq. Emissions,CO2 Equivalent,t,9169492.554
4812009,Bonnyville,2004,CO2 Eq. Emissions,CO2 Equivalent,t,774320.1101
4812009,Bonnyville,2005,CO2 Eq. Emissions,CO2 Equivalent,t,741837.8219
4812009,Bonnyville,2006,CO2 Eq. Emissions,CO2 Equivalent,t,919791.0788
4812009,Bonnyville,2007,CO2 Eq. Emissions,CO2 Equivalent,t,1132826.908
4812009,Bonnyville,2008,CO2 Eq. Emissions,CO2 Equivalent,t,1146618.248
4812014,St. Paul County No. 19,2015,CO2 Eq. Emissions,CO2 Equivalent,t,259254.1957
4812014,St. Paul County No. 19,2016,CO2 Eq. Emissions,CO2 Equivalent,t,325307.2122
4812014,St. Paul County No. 19,2017,CO2 Eq. Emissions,CO2 Equivalent,t,369896.717
4812014,St. Paul County No. 19,2018,CO2 Eq. Emissions,CO2 Equivalent,t,473365.0878
4812014,St. Paul County No. 19,2019,CO2 Eq. Emissions,CO2 Equivalent,t,444387.4162
4812014,St. Paul County No. 19,2020,CO2 Eq. Emissions,CO2 Equivalent,t,419209.9776
4812014,St. Paul County No. 19,2021,CO2 Eq. Emissions,CO2 Equivalent,t,470686.9371
4814028,Improvement District No. 25 Willmore Wilderness,2017,CO2 Eq. Emissions,CO2 Equivalent,t,37477.0216
4814028,Improvement District No. 25 Willmore Wilderness,2018,CO2 Eq. Emissions,CO2 Equivalent,t,64841.7871
4814028,Improvement District No. 25 Willmore Wilderness,2019,CO2 Eq. Emissions,CO2 Equivalent,t,61740.6909
4814028,Improvement District No. 25 Willmore Wilderness,2020,CO2 Eq. Emissions,CO2 Equivalent,t,67299.26924
4814028,Improvement District No. 25 Willmore Wilderness,2021,CO2 Eq. Emissions,CO2 Equivalent,t,50769.45941
4815007,Crowsnest Pass,2009,CO2 Eq. Emissions,CO2 Equivalent,t,59132.97937
4815007,Crowsnest Pass,2010,CO2 Eq. Emissions,CO2 Equivalent,t,52842.40588
4815007,Crowsnest Pass,2011,CO2 Eq. Emissions,CO2 Equivalent,t,51206.32105
4815013,Kananaskis,2017,CO2 Eq. Emissions,CO2 Equivalent,t,29893.794
4815013,Kananaskis,2018,CO2 Eq. Emissions,CO2 Equivalent,t,39006.63301
4815013,Kananaskis,2019,CO2 Eq. Emissions,CO2 Equivalent,t,42084.74138
4815013,Kananaskis,2020,CO2 Eq. Emissions,CO2 Equivalent,t,32661.73709
4815013,Kananaskis,2021,CO2 Eq. Emissions,CO2 Equivalent,t,31418.171
4815015,Bighorn No. 8,2004,CO2 Eq. Emissions,CO2 Equivalent,t,1541759.266
4815015,Bighorn No. 8,2005,CO2 Eq. Emissions,CO2 Equivalent,t,1489072.947
4815015,Bighorn No. 8,2006,CO2 Eq. Emissions,CO2 Equivalent,t,1582293.672
4815015,Bighorn No. 8,2007,CO2 Eq. Emissions,CO2 Equivalent,t,1457504.436
4815015,Bighorn No. 8,2008,CO2 Eq. Emissions,CO2 Equivalent,t,1446619.353
4815015,Bighorn No. 8,2009,CO2 Eq. Emissions,CO2 Equivalent,t,1247880.872
4815015,Bighorn No. 8,2010,CO2 Eq. Emissions,CO2 Equivalent,t,1350101.73
4815015,Bighorn No. 8,2011,CO2 Eq. Emissions,CO2 Equivalent,t,1401276.5
4815015,Bighorn No. 8,2012,CO2 Eq. Emissions,CO2 Equivalent,t,1306527.836
4815015,Bighorn No. 8,2013,CO2 Eq. Emissions,CO2 Equivalent,t,1370095.424
4815015,Bighorn No. 8,2014,CO2 Eq. Emissions,CO2 Equivalent,t,1216645.378
4815015,Bighorn No. 8,2015,CO2 Eq. Emissions,CO2 Equivalent,t,1154779.676
4815015,Bighorn No. 8,2016,CO2 Eq. Emissions,CO2 Equivalent,t,1046843.678
4815015,Bighorn No. 8,2017,CO2 Eq. Emissions,CO2 Equivalent,t,1358396.445
4815015,Bighorn No. 8,2018,CO2 Eq. Emissions,CO2 Equivalent,t,1492542.366
4815015,Bighorn No. 8,2019,CO2 Eq. Emissions,CO2 Equivalent,t,1447220.048
4815015,Bighorn No. 8,2020,CO2 Eq. Emissions,CO2 Equivalent,t,1256048.394
4815015,Bighorn No. 8,2021,CO2 Eq. Emissions,CO2 Equivalent,t,1578925.662
4815032,Improvement District No.  9 Banff,2019,CO2 Eq. Emissions,CO2 Equivalent,t,17.32123
4815032,Improvement District No.  9 Banff,2020,CO2 Eq. Emissions,CO2 Equivalent,t,22.68305
4815032,Improvement District No.  9 Banff,2021,CO2 Eq. Emissions,CO2 Equivalent,t,23.01589
4815033,Jasper,2018,CO2 Eq. Emissions,CO2 Equivalent,t,47875.002
4816037,Wood Buffalo,2004,CO2 Eq. Emissions,CO2 Equivalent,t,19404517.52
4816037,Wood Buffalo,2005,CO2 Eq. Emissions,CO2 Equivalent,t,18526703.77
4816037,Wood Buffalo,2006,CO2 Eq. Emissions,CO2 Equivalent,t,22228354.49
4816037,Wood Buffalo,2007,CO2 Eq. Emissions,CO2 Equivalent,t,23472165.38
4816037,Wood Buffalo,2008,CO2 Eq. Emissions,CO2 Equivalent,t,24055556.87
4816037,Wood Buffalo,2009,CO2 Eq. Emissions,CO2 Equivalent,t,28567645.55
4816037,Wood Buffalo,2010,CO2 Eq. Emissions,CO2 Equivalent,t,32385189.49
4816037,Wood Buffalo,2011,CO2 Eq. Emissions,CO2 Equivalent,t,32733877.91
4816037,Wood Buffalo,2012,CO2 Eq. Emissions,CO2 Equivalent,t,36860676.1
4816037,Wood Buffalo,2013,CO2 Eq. Emissions,CO2 Equivalent,t,39361787.59
4816037,Wood Buffalo,2014,CO2 Eq. Emissions,CO2 Equivalent,t,42013458.62
4816037,Wood Buffalo,2015,CO2 Eq. Emissions,CO2 Equivalent,t,43307139.81
4816037,Wood Buffalo,2016,CO2 Eq. Emissions,CO2 Equivalent,t,41202186.58
4816037,Wood Buffalo,2017,CO2 Eq. Emissions,CO2 Equivalent,t,47568610.99
4816037,Wood Buffalo,2018,CO2 Eq. Emissions,CO2 Equivalent,t,51703888.54
4816037,Wood Buffalo,2019,CO2 Eq. Emissions,CO2 Equivalent,t,53000632.81
4816037,Wood Buffalo,2020,CO2 Eq. Emissions,CO2 Equivalent,t,51478548.97
4816037,Wood Buffalo,2021,CO2 Eq. Emissions,CO2 Equivalent,t,54450870.2
4811012,Leduc County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,6733496.5
4811012,Leduc County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,8873134.0
4811012,Leduc County,2006,CO2 Eq. Emissions,CO2 Equivalent,t,9660927.0
4811012,Leduc County,2007,CO2 Eq. Emissions,CO2 Equivalent,t,9428201.0
4811012,Leduc County,2008,CO2 Eq. Emissions,CO2 Equivalent,t,8315862.5
4811012,Leduc County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,9489671.0
4811012,Leduc County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,9102510.0
4811012,Leduc County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,9333693.844
4811012,Leduc County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,8663020.0
4811012,Leduc County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,8946995.0
4811012,Leduc County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,9115896.0
4811012,Leduc County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,9990584.0
4811012,Leduc County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,9538959.0
4811012,Leduc County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,9747112.944
4811012,Leduc County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,8878851.41
4811012,Leduc County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,8854780.347
4811012,Leduc County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,8658050.335
4811012,Leduc County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,7614271.927
4811001,Wetaskiwin County No. 10,2009,CO2 Eq. Emissions,CO2 Equivalent,t,85989.6911
4811001,Wetaskiwin County No. 10,2010,CO2 Eq. Emissions,CO2 Equivalent,t,76402.91959
4811001,Wetaskiwin County No. 10,2011,CO2 Eq. Emissions,CO2 Equivalent,t,60379.81958
4811001,Wetaskiwin County No. 10,2012,CO2 Eq. Emissions,CO2 Equivalent,t,69874.34766
4811001,Wetaskiwin County No. 10,2013,CO2 Eq. Emissions,CO2 Equivalent,t,65861.63829
4811001,Wetaskiwin County No. 10,2014,CO2 Eq. Emissions,CO2 Equivalent,t,65577.68018
4811001,Wetaskiwin County No. 10,2015,CO2 Eq. Emissions,CO2 Equivalent,t,66121.83285
4811001,Wetaskiwin County No. 10,2016,CO2 Eq. Emissions,CO2 Equivalent,t,63498.75921
4811001,Wetaskiwin County No. 10,2017,CO2 Eq. Emissions,CO2 Equivalent,t,78308.4157
4811001,Wetaskiwin County No. 10,2018,CO2 Eq. Emissions,CO2 Equivalent,t,62625.9866
4811001,Wetaskiwin County No. 10,2019,CO2 Eq. Emissions,CO2 Equivalent,t,78419.4375
4811001,Wetaskiwin County No. 10,2020,CO2 Eq. Emissions,CO2 Equivalent,t,61246.9313
4811001,Wetaskiwin County No. 10,2021,CO2 Eq. Emissions,CO2 Equivalent,t,39870.21542
4817076,Northern Lights County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,24763.173
4817076,Northern Lights County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,25475.487
4817076,Northern Lights County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,9420.042
4817076,Northern Lights County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,10954.918
4817076,Northern Lights County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,23314.94225
4817078,Manning,2009,CO2 Eq. Emissions,CO2 Equivalent,t,42118.14125
4817078,Manning,2010,CO2 Eq. Emissions,CO2 Equivalent,t,41019.64698
4817093,High Level,2009,CO2 Eq. Emissions,CO2 Equivalent,t,32604.0
4817093,High Level,2013,CO2 Eq. Emissions,CO2 Equivalent,t,35430.59375
4817093,High Level,2014,CO2 Eq. Emissions,CO2 Equivalent,t,37137.40454
4817093,High Level,2015,CO2 Eq. Emissions,CO2 Equivalent,t,38621.30957
4817093,High Level,2016,CO2 Eq. Emissions,CO2 Equivalent,t,40318.37793
4817093,High Level,2017,CO2 Eq. Emissions,CO2 Equivalent,t,36846.6862
4817093,High Level,2018,CO2 Eq. Emissions,CO2 Equivalent,t,37666.6428
4817093,High Level,2019,CO2 Eq. Emissions,CO2 Equivalent,t,34368.2317
4817093,High Level,2020,CO2 Eq. Emissions,CO2 Equivalent,t,17607.7827
4817093,High Level,2021,CO2 Eq. Emissions,CO2 Equivalent,t,14894.0246
4813044,Athabasca County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,81605.73901
4813044,Athabasca County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,78788.14844
4813044,Athabasca County,2006,CO2 Eq. Emissions,CO2 Equivalent,t,78653.1366
4813044,Athabasca County,2007,CO2 Eq. Emissions,CO2 Equivalent,t,77925.74219
4813044,Athabasca County,2008,CO2 Eq. Emissions,CO2 Equivalent,t,91674.56836
4813044,Athabasca County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,95556.44446
4813044,Athabasca County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,92038.55737
4813044,Athabasca County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,99316.65918
4813044,Athabasca County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,125433.0205
4813044,Athabasca County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,148139.5688
4813044,Athabasca County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,104910.3403
4813044,Athabasca County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,89170.08228
4813044,Athabasca County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,87622.0
4813044,Athabasca County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,101259.5979
4813044,Athabasca County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,95830.7132
4813044,Athabasca County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,128732.9262
4813044,Athabasca County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,120735.83
4813044,Athabasca County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,136460.48
4817033,Lesser Slave River No.124,2006,CO2 Eq. Emissions,CO2 Equivalent,t,62431.72803
4817033,Lesser Slave River No.124,2009,CO2 Eq. Emissions,CO2 Equivalent,t,42178.68697
4817033,Lesser Slave River No.124,2010,CO2 Eq. Emissions,CO2 Equivalent,t,39140.37778
4817033,Lesser Slave River No.124,2017,CO2 Eq. Emissions,CO2 Equivalent,t,105547.4448
4817033,Lesser Slave River No.124,2018,CO2 Eq. Emissions,CO2 Equivalent,t,118529.3528
4817033,Lesser Slave River No.124,2019,CO2 Eq. Emissions,CO2 Equivalent,t,110500.2434
4817033,Lesser Slave River No.124,2020,CO2 Eq. Emissions,CO2 Equivalent,t,123213.6797
4817033,Lesser Slave River No.124,2021,CO2 Eq. Emissions,CO2 Equivalent,t,237272.9343
4810058,Lamont County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,19186.3006
4810058,Lamont County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,24079.7888
4810058,Lamont County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,18706.39
4810058,Lamont County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,5229.48
4810058,Lamont County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,19753.93557
4810048,Two Hills County No. 21,2014,CO2 Eq. Emissions,CO2 Equivalent,t,3534.97915
4814003,Yellowhead County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,944272.2019
4814003,Yellowhead County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,961504.1299
4814003,Yellowhead County,2006,CO2 Eq. Emissions,CO2 Equivalent,t,1012240.968
4814003,Yellowhead County,2007,CO2 Eq. Emissions,CO2 Equivalent,t,949190.7955
4814003,Yellowhead County,2008,CO2 Eq. Emissions,CO2 Equivalent,t,999957.4254
4814003,Yellowhead County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,1240021.684
4814003,Yellowhead County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,1215011.685
4814003,Yellowhead County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,1190964.073
4814003,Yellowhead County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,1239671.587
4814003,Yellowhead County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,1158462.596
4814003,Yellowhead County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,1228495.303
4814003,Yellowhead County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,1229493.519
4814003,Yellowhead County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,1234892.684
4814003,Yellowhead County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,2207594.699
4814003,Yellowhead County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,2254846.404
4814003,Yellowhead County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,2328656.822
4814003,Yellowhead County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,2135811.533
4814003,Yellowhead County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,2046541.009
4814019,Hinton,2004,CO2 Eq. Emissions,CO2 Equivalent,t,149228.0469
4814019,Hinton,2005,CO2 Eq. Emissions,CO2 Equivalent,t,136407.5938
4814019,Hinton,2006,CO2 Eq. Emissions,CO2 Equivalent,t,127281.7139
4814019,Hinton,2007,CO2 Eq. Emissions,CO2 Equivalent,t,135987.4525
4814019,Hinton,2008,CO2 Eq. Emissions,CO2 Equivalent,t,119473.46
4814019,Hinton,2009,CO2 Eq. Emissions,CO2 Equivalent,t,136864.3594
4814019,Hinton,2010,CO2 Eq. Emissions,CO2 Equivalent,t,132779.1931
4814019,Hinton,2011,CO2 Eq. Emissions,CO2 Equivalent,t,134447.7415
4814019,Hinton,2012,CO2 Eq. Emissions,CO2 Equivalent,t,134703.1956
4814019,Hinton,2013,CO2 Eq. Emissions,CO2 Equivalent,t,149838.3588
4814019,Hinton,2014,CO2 Eq. Emissions,CO2 Equivalent,t,150078.5925
4814019,Hinton,2015,CO2 Eq. Emissions,CO2 Equivalent,t,145325.1531
4814019,Hinton,2016,CO2 Eq. Emissions,CO2 Equivalent,t,170639.9291
4814019,Hinton,2017,CO2 Eq. Emissions,CO2 Equivalent,t,142481.6785
4814019,Hinton,2018,CO2 Eq. Emissions,CO2 Equivalent,t,162463.1558
4814019,Hinton,2019,CO2 Eq. Emissions,CO2 Equivalent,t,172504.9284
4814019,Hinton,2020,CO2 Eq. Emissions,CO2 Equivalent,t,173278.4264
4814019,Hinton,2021,CO2 Eq. Emissions,CO2 Equivalent,t,190075.9657
4814024,Edson,2010,CO2 Eq. Emissions,CO2 Equivalent,t,15636.09009
4814024,Edson,2011,CO2 Eq. Emissions,CO2 Equivalent,t,14246.34998
4814024,Edson,2012,CO2 Eq. Emissions,CO2 Equivalent,t,14193.43005
4814024,Edson,2013,CO2 Eq. Emissions,CO2 Equivalent,t,13990.90015
4814024,Edson,2014,CO2 Eq. Emissions,CO2 Equivalent,t,14426.73022
4814024,Edson,2015,CO2 Eq. Emissions,CO2 Equivalent,t,13444.98962
4814024,Edson,2016,CO2 Eq. Emissions,CO2 Equivalent,t,14956.39026
4814024,Edson,2017,CO2 Eq. Emissions,CO2 Equivalent,t,19938.89
4814024,Edson,2018,CO2 Eq. Emissions,CO2 Equivalent,t,17346.12
4814024,Edson,2019,CO2 Eq. Emissions,CO2 Equivalent,t,18948.45
4814024,Edson,2020,CO2 Eq. Emissions,CO2 Equivalent,t,17500.2
4814024,Edson,2021,CO2 Eq. Emissions,CO2 Equivalent,t,12397.46
4811065,Redwater,2017,CO2 Eq. Emissions,CO2 Equivalent,t,16551.171
4811065,Redwater,2018,CO2 Eq. Emissions,CO2 Equivalent,t,12100.976
4811065,Redwater,2019,CO2 Eq. Emissions,CO2 Equivalent,t,10089.772
4811065,Redwater,2020,CO2 Eq. Emissions,CO2 Equivalent,t,12475.933
4811065,Redwater,2021,CO2 Eq. Emissions,CO2 Equivalent,t,11531.76617
4808011,Red Deer,2017,CO2 Eq. Emissions,N2O Equivalent,t,158.536
4808011,Red Deer,2018,CO2 Eq. Emissions,N2O Equivalent,t,374.884
4808011,Red Deer,2019,CO2 Eq. Emissions,N2O Equivalent,t,162.112
4808011,Red Deer,2020,CO2 Eq. Emissions,N2O Equivalent,t,197.5144
4808011,Red Deer,2021,CO2 Eq. Emissions,N2O Equivalent,t,392.2872
4805026,Drumheller,2016,CO2 Eq. Emissions,N2O Equivalent,t,131.12
4805026,Drumheller,2017,CO2 Eq. Emissions,N2O Equivalent,t,5.96
4805026,Drumheller,2018,CO2 Eq. Emissions,N2O Equivalent,t,7.03429
4805026,Drumheller,2019,CO2 Eq. Emissions,N2O Equivalent,t,5.96
4805026,Drumheller,2020,CO2 Eq. Emissions,N2O Equivalent,t,7.5692
4805026,Drumheller,2021,CO2 Eq. Emissions,N2O Equivalent,t,0.8046
4805031,Starland County,2017,CO2 Eq. Emissions,N2O Equivalent,t,108.472
4805031,Starland County,2018,CO2 Eq. Emissions,N2O Equivalent,t,107.28
4805031,Starland County,2019,CO2 Eq. Emissions,N2O Equivalent,t,142.00475
4805031,Starland County,2020,CO2 Eq. Emissions,N2O Equivalent,t,127.01654
4805031,Starland County,2021,CO2 Eq. Emissions,N2O Equivalent,t,1312.83602
4805041,Kneehill County,2009,CO2 Eq. Emissions,N2O Equivalent,t,182.972
4805041,Kneehill County,2017,CO2 Eq. Emissions,N2O Equivalent,t,1008.5664
4805041,Kneehill County,2018,CO2 Eq. Emissions,N2O Equivalent,t,103934.9655
4805041,Kneehill County,2019,CO2 Eq. Emissions,N2O Equivalent,t,5030.81067
4805041,Kneehill County,2020,CO2 Eq. Emissions,N2O Equivalent,t,3151.96716
4805041,Kneehill County,2021,CO2 Eq. Emissions,N2O Equivalent,t,2732.88618
4802001,Warner County No. 5,2009,CO2 Eq. Emissions,N2O Equivalent,t,83.44
4802001,Warner County No. 5,2010,CO2 Eq. Emissions,N2O Equivalent,t,74.5
4802001,Warner County No. 5,2011,CO2 Eq. Emissions,N2O Equivalent,t,119.2
4802001,Warner County No. 5,2012,CO2 Eq. Emissions,N2O Equivalent,t,11.92
4802001,Warner County No. 5,2013,CO2 Eq. Emissions,N2O Equivalent,t,8.22778
4802001,Warner County No. 5,2014,CO2 Eq. Emissions,N2O Equivalent,t,8.94
